r_0001	-0.7078482988
r_0002	-0.7619141468
r_0003	-1.4315303668
r_0004	-2.1958635571
r_0005	0.4958981093
r_0006	-2.8714786755
r_0007	0.297056211
r_0008	0.7139626523
r_0009	1.4761369036
r_0010	0.0759111441
r_0011	0.0759111441
r_0012	0.1782998372
r_0013	0.0979727445
r_0014	0.7835081801
r_0015	0.1499170837
r_0016	1.1849257928
r_0017	1.7019186471
r_0018	0.1782998372
r_0019	0.9065382461
r_0020	2.1332419465
r_0021	0.5566271537
r_0022	-0.427885001
r_0023	-0.427885001
r_0024	0.1782998372
r_0025	0.3146261383
r_0026	-0.7264210167
r_0027	-1.2733734773
r_0028	0.1782998372
r_0029	-0.2762343965
r_0030	-0.4858141798
r_0031	-0.3124733386
r_0032	2.0930098773
r_0033	0.1782998372
r_0034	1.4714070467
r_0035	0.5124651518
r_0036	0.9344728816
r_0037	0.9344728816
r_0038	0.9344728816
r_0039	0.9344728816
r_0040	0.2336042792
r_0041	0.1782998372
r_0042	0.5531537625
r_0043	0.5531537625
r_0044	0.2812581645
r_0045	1.5997880853
r_0046	0.1782998372
r_0047	0.1782998372
r_0048	-0.1353182426
r_0049	-0.681524707
r_0050	-0.681524707
r_0051	-0.681524707
r_0052	-0.681524707
r_0053	-0.681524707
r_0054	-0.681524707
r_0055	-0.681524707
r_0056	-0.681524707
r_0057	-0.681524707
r_0058	-0.681524707
r_0059	-0.681524707
r_0060	-0.681524707
r_0061	0.7717310123
r_0062	-1.0649742275
r_0063	0.3146261383
r_0064	0.1720021405
r_0065	1.9116469185
r_0066	-0.0377608044
r_0067	1.4136674848
r_0068	0.5531537625
r_0069	0.1782998372
r_0070	0.4554213449
r_0071	0.1782998372
r_0072	0.6896598794
r_0073	-1.2722308994
r_0074	1.7062687969
r_0075	0.1782998372
r_0076	0.1782998372
r_0077	0.1782998372
r_0078	-0.3614423978
r_0079	0.8062924241
r_0080	-0.2555145925
r_0081	1.3658019626
r_0082	0.1782998372
r_0083	0.689151351
r_0084	0.1782998372
r_0085	0.1782998372
r_0086	0.1782998372
r_0087	0.1782998372
r_0088	0.1782998372
r_0089	0.1782998372
r_0090	-0.0865367505
r_0091	0.689151351
r_0092	0.1782998372
r_0093	-0.1801162197
r_0094	-0.4020984436
r_0095	1.1847618399
r_0096	-0.2555145925
r_0097	0.5923154819
r_0098	0.1782998372
r_0099	0.1782998372
r_0100	0.4518202883
r_0101	0.1782998372
r_0102	0.1782998372
r_0103	0.2822887377
r_0104	0.2822887377
r_0105	-0.3771080436
r_0106	-0.5798875471
r_0107	0.8062924241
r_0108	-0.2555145925
r_0109	0.1782998372
r_0110	1.9116469185
r_0111	2.1332419465
r_0112	1.1849257928
r_0113	0.4569390933
r_0114	0.1431871135
r_0115	-0.2249950448
r_0116	-0.2249950448
r_0117	-0.2249950448
r_0118	1.0317710864
r_0119	1.0317710864
r_0120	-0.2249950448
r_0121	-0.2249950448
r_0122	-0.2249950448
r_0123	0.7355768851
